ANO_ADESAO;COD_ESC;CODSIT;DEPADM;NOMEDEP;CODREG;CHAVE;CDREDE;COD_DIR;DE;DRE;CODDIST;DISTR;CODMUN;MUN;TIPOESC;DESCRICAO_TIPO_ESCOLA;COD_UNID_ADM;CODESCMEC;CODESC;NOMESC;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;DDD;FONE1;FONE2;EMAIL;ZONA;DESCRICAO_ZONA;DS_LONGITUDE;DS_LATITUDE;CARGA_HORARIA
2022;14497;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;46;AVARE;194;AVARE;8;EE;41862;35014497;14497;JOAO CRUZ CORONEL;PREFEITO PAULO NOVAES;871;AVENIDA;CENTRO;18705;000;14;37320171;37325001;E014497A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9278984069824;-23,0981006622314;7 HORAS
2022;14588;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;46;AVARE;194;AVARE;8;EE;41865;35014588;14588;JOAO TEIXEIRA DE ARAUJO PROFESSOR;ANTONIO GONCALVES GUERRA;333;RUA;BRABANCIA;18704;410;14;37320677;37324401;E014588A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9338989257813;-23,1179008483887;7 HORAS
2020;38908;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;46;AVARE;194;AVARE;8;EE;50890;35038908;38908;MARIA IZABEL CRUZ PIMENTEL DONA;CORONEL JOAO CRUZ;787;RUA;BRAZ;18701;260;14;37320576;37338120;E038908A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9143409729004;-23,1025905609131;9 HORAS
2022;14679;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;46;AVARE;194;AVARE;8;EE;41864;35014679;14679;MATILDE VIEIRA;CORONEL EDMUNDO TRENCH;104;PRACA;CENTRO;18701;053;14;37320108;37337867;E014679A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9205643757896;-23,1017253601924;7 HORAS
2020;14461;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;46;AVARE;194;AVARE;8;EE;41859;35014461;14461;PAULO ARAUJO NOVAES DOUTOR;JOSE EUFRASIO LEAL;46;RUA;AGUA BRANCA;18700;300;14;37320925;;E014461A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9275588989258;-23,1087894439697;9 HORAS
2022;14527;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;115;CERQUEIRA CESAR;263;CERQUEIRA CESAR;8;EE;41869;35014527;14527;JOSE LEITE PINHEIRO PROFESSOR;MANOEL SOARES NOGUEIRA;02;ESCOLA;CENTRO;18760;067;14;37141272;37141435;E014527A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,1637802124023;-23,0386791229248;7 HORAS
2022;191516;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;115;CERQUEIRA CESAR;263;CERQUEIRA CESAR;8;EE;27957;35191516;191516;PROFESSORA MARIANA APARECIDA TODESCATO;ALAMEDA DAS TIPUANAS;03;PREDIO ESCOLAR;JARDIM PRIMAVERA;18764;284;14;37142371;37143485;E191516A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,1622200012207;-23,0217609405518;7 HORAS
2022;903188;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;218;ITAI;366;ITAI;8;EE;69107;35903188;903188;ABILIO RAPOSO FERRAZ JUNIOR;PEDRO VILLEN;5;PREDIO ESCOLAR;JARDIM BRASIL;18734;284;14;37611155;37612440;E903188A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0983085632324;-23,4151496887207;7 HORAS
2022;14485;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;218;ITAI;366;ITAI;8;EE;41873;35014485;14485;JOAO MICHELIN;MANOEL JOAQUIM GARCIA;1045;ESCOLA;CENTRO;18730;055;14;37611447;37612411;E014485A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,089900970459;-23,4207191467285;7 HORAS
2025;924337;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;218;ITAI;366;ITAI;8;EE;24692;35924337;924337;SANDRA APARECIDA DE ARAUJO PROFESSORA;JOAQUIM TAVARES DOS SANTOS;113;PREDIO ESCOLAR;JARDIM BRASIL;18734;302;14;37610232;37613231;E924337A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,1022300720215;-23,4117107391357;9 HORAS
2022;900424;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;537;TAQUARITUBA;685;TAQUARITUBA;8;EE;64202;35900424;900424;DIMAS MOZART E SILVA PROFESSOR;MANOEL JOAQUIM MENDES;661;RUA;VILA SAO VICENTE;18740;000;14;37621444;37621818;E900424A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,2398414611816;-23,5199699401855;7 HORAS
2022;910119;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;537;TAQUARITUBA;685;TAQUARITUBA;8;EE;77306;35910119;910119;GUIDO DIAS DE ALMEIDA PROFESSOR;MARIA MADALENA GABRIEL;115;RUA;CENTRO;18740;000;14;37622333;37622481;E910119A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,2415390014648;-23,5326690673828;9 HORAS
2022;49888;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;537;TAQUARITUBA;685;TAQUARITUBA;8;EE;62677;35049888;49888;JOSE APARECIDO CASTELUCCI PROFESSOR;JOSE MARIA TOMAZI;SN;RUA;DOS ALEIXOS;18740;000;14;37622029;37622122;E049888A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,3230781555176;-23,4925708770752;7 HORAS
2020;14540;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;537;TAQUARITUBA;685;TAQUARITUBA;8;EE;41882;35014540;14540;JOSE PENNA;VINTE E QUATRO DE DEZEMBRO;559;RUA;CENTRO;18740;000;14;37621603;;E014540A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,2490463256836;-23,5374336242676;9 HORAS
2022;924088;1;1;ESTADUAL - SE;2;20302;20302;21;AVARE;AVARE;537;TAQUARITUBA;685;TAQUARITUBA;8;EE;23835;35924088;924088;JOSE PIRES DE CARVALHO DOUTOR;PEDRO SIA;190;RUA;VILA SANTA RITA DE CASSIA;18740;000;14;37622843;37622844;E924088A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,2404899597168;-23,5529804229736;9 HORAS
2021;28228;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;10;ALTAIR;158;ALTAIR;8;EE;44047;35028228;28228;OVIDIO DE SOUZA DIAS;AVENIDA 2;75;AVENIDA;CENTRO;15430;029;17;38891218;38891271;E028228A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0621910095215;-20,5223560333252;9 HORAS
2021;22263;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;43352;35022263;22263;ALMEIDA PINTO;SAO SEBASTIAO;SN;PRACA;CENTRO;14780;309;17;33222268;33244999;E022263A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,5632209777832;-20,5552196502686;7 HORAS
2020;22469;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;43365;35022469;22469;ANTONIO OLYMPIO DOUTOR;FRANCISCO BARRETO;65;PRACA;CENTRO;14780;059;17;33221906;33225018;E022469A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,5685882568359;-20,5566101074219;9 HORAS
2016;22445;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;43354;35022445;22445;AYMORE DO BRASIL PROFESSOR;GONCALVES;200;AVENIDA;CLEMENTINA;14781;335;17;33223605;33227425;E022445A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,5641288757324;-20,5489902496338;9 HORAS
2025;10470;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;36180;35010470;10470;EE BAIRRO LUIZ SPINA;RUA ZAIDEN GERAIGE;S/N?;;NADIR KENAN;14784;271;;;;;1;URBANA;-48,5609397888184;-20,58371925354;9 HORAS
2018;22457;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;43359;35022457;22457;MACEDO SOARES EMBAIXADOR;MEXICO;123;;CITY BARRETOS;14784;017;17;33227957;33231143;E022457A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,5546340942383;-20,5743865966797;9 HORAS
2018;579889;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;98566;35579889;579889;MARIA HELENA SCANNAVINO;FLAVIO CLARO DE FARIA;SN;RUA;JARDIM RESIDENCIAL ETEMP;14781;245;17;33233037;;E579889A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,5541000366211;-20,5338802337646;9 HORAS
2021;22354;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;43355;35022354;22354;MARIO VIEIRA MARCONDES;QUARENTA E TRES NUMERACAO COM ZERO INICIAL;0560;AVENIDA;CELINA;14780;733;17;33224109;33233315;E022354A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,5722198486328;-20,547830581665;9 HORAS
2022;22329;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;43358;35022329;22329;PAULINA NUNES DE MORAES PROFESSORA;VINTE OITO;2814;RUA;AEROPORTO;14783;218;17;33222106;33231150;E022329A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,5642509460449;-20,572660446167;7 HORAS
2022;22391;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;43363;35022391;22391;SILVESTRE DE LIMA CORONEL;QUARENTA E DOIS;266;RUA;BARONI;14780;180;17;33223211;33234453;E022391A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,5833511352539;-20,5561695098877;7 HORAS
2013;36894;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;56;BARRETOS;204;BARRETOS;8;EE;46444;35036894;36894;VALOIS SCORTECCI;QUARENTA;350;RUA;MARILIA;14780;570;17;33223359;33232470;E036894A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,585750579834;-20,551139831543;9 HORAS
2020;907741;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;831;IBITU;204;BARRETOS;8;EE;73421;35907741;907741;LACY BONILHA DE SOUZA PROFESSORA;ANTONIO PARADO;250;;IBITU;14789;014;17;33265222;;E907741A@EDUCACAO.SP.GOV.BR;2;RURAL;-48,7628021240234;-20,6137962341309;9 HORAS
2022;48012;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;120;COLINA;268;COLINA;8;EE;60980;35048012;48012;DARCY SILVEIRA VAZ PROFESSOR;JOAO SILVEIRA;224;AVENIDA;VILA SAO SEBASTIAO;14770;000;17;33411490;33411848;E048012A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,5320472717285;-20,7118339538574;9 HORAS
2022;22342;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;121;COLOMBIA;269;COLOMBIA;8;EE;43497;35022342;22342;ALICE FONTOURA DE ARAUJO DONA;ANTONIO PRADO;555;;CENTRO;14795;000;17;33351098;33351246;E022342A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,689510345459;-20,1716499328613;9 HORAS
2021;22421;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;174;GUAIRA;322;GUAIRA;8;EE;43512;35022421;22421;DALVA LELLIS GARCIA PRADO PROFA;AV 25;1595;PRACA;VILA NOSSA SENHORA APARECIDA;14790;000;17;33317092;33318477;E022421A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,3258399963379;-20,3253803253174;9 HORAS
2021;22238;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;174;GUAIRA;322;GUAIRA;8;EE;43509;35022238;22238;ENOCH GARCIA LEAL;SETE;1040;PRACA;CENTRO;14790;000;17;33311104;33312108;E022238A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,317008972168;-20,3182392120361;7 HORAS
2022;22287;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;242;JABORANDI;390;JABORANDI;8;EE;43545;35022287;22287;ALEXANDRE DE AVILA BORGES;SETE DE SETEMBRO;942;RUA;CENTRO;14775;000;17;33471390;;E022287A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,4110794067383;-20,6944007873535;9 HORAS
2021;28125;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;756;BAGUACU;487;OLIMPIA;8;EE;44029;35028125;28125;ELOI LOPES FERRAZ DOUTOR;ANA BERNARDES;269;RUA;DISTRITO DE BAGUACU;15405;000;17;32571001;32578157;E028125A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0695610046387;-20,6884307861328;9 HORAS
2020;919664;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;339;OLIMPIA;487;OLIMPIA;8;EE;10746;35919664;919664;ALZIRA TONELLI ZACCARELLI PROFESSORA;JOAO ZAMPIERI;100;PRACA;JARDIM HELIO CAZARINI;15400;722;17;32812706;32814440;E919664A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9069519042969;-20,754430770874;9 HORAS
2020;28034;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;339;OLIMPIA;487;OLIMPIA;8;EE;44024;35028034;28034;ANITA COSTA DONA;DEPUTADO WALDEMAR LOPES FERRAZ;1131;PRACA;CENTRO;15400;089;17;32813184;32816207;E028034A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9142799377441;-20,7416305541992;7 HORAS
2022;28071;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;339;OLIMPIA;487;OLIMPIA;8;EE;44030;35028071;28071;ANTONIO AUGUSTO REIS NEVES DOUTOR;DOUTOR ANDRADE E SILVA;925;PRACA;CENTRO;15400;340;17;32811179;32813074;E028071A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9106903076172;-20,7451992034912;7 HORAS
2014;49712;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;339;OLIMPIA;487;OLIMPIA;8;EE;62501;35049712;49712;DALVA VIEIRA ITAVO PROFESSORA;DA ARAPONGA;10;PRACA;JARDIM LUIZ ZUCCA;15407;412;17;32813145;32813700;E049712A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,8891105651855;-20,7417392730713;9 HORAS
2022;28061;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;339;OLIMPIA;487;OLIMPIA;8;EE;44031;35028061;28061;MARIA UBALDINA DE BARROS FURQUIM PROFESSORA;BERNARDINO DE CAMPOS;366;PRACA;CENTRO;15400;007;17;32811735;32813905;E028061A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9075889587402;-20,736270904541;7 HORAS
2013;28022;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;339;OLIMPIA;487;OLIMPIA;8;EE;44023;35028022;28022;NARCISO BERTOLINO CAPITAO;PROFESSORA MARIA UBALDINA  BARROS FURQUIM;93;PRACA;JARDIM GLORIA;15404;012;17;32811723;32813069;E028022A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9155693054199;-20,7342205047607;9 HORAS
2022;28046;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;339;OLIMPIA;487;OLIMPIA;8;EE;44026;35028046;28046;WILQUEM MANOEL NEVES DOUTOR;OLAVO BILAC;280;;JARDIM CISOTO;15406;024;17;32811919;32814245;E028046A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9034614562988;-20,7324600219727;7 HORAS
2021;28113;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;892;RIBEIRO DOS SANTOS;487;OLIMPIA;8;EE;44028;35028113;28113;FRANCISCO BERNARDES FERREIRA COMENDADOR;DOUTOR OSCAR WERNECK;242;;CENTRO RIBEIRO DOS SANTOS;15409;009;17;32841222;;E028113A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9548835754395;-20,6070404052734;9 HORAS
2022;28137;1;1;ESTADUAL - SE;2;20502;20502;22;BARRETOS;BARRETOS;518;SEVERINIA;666;SEVERINIA;8;EE;44167;35028137;28137;JOSE MARCELINO DE ALMEIDA;PROFESSORA NAIR DE ALMEIDA;651;AVENIDA;CENTRO;14735;000;17;38171155;38171228;E028137A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,8041458129883;-20,8127212524414;9 HORAS
2020;26037;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;8;AGUDOS;156;AGUDOS;8;EE;43730;35026037;26037;JOAO BATISTA RIBEIRO;PAULO NELLI;180;;VILA SANTA TEREZINHA;17120;392;14;32621185;32622093;E026037A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9929008483887;-22,4708003997803;9 HORAS
2021;7997;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;8;AGUDOS;156;AGUDOS;8;EE;43726;35007997;7997;MANOEL GONCALVES PROF;SEBASTIAO FAUSTINO MARTINS;81;;VILA AVATO;17132;094;14;32622228;32622313;E007997A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,9762115478516;-22,4734306335449;9 HORAS
2023;25264;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;44;AVAI;192;AVAI;8;EE;43676;35025264;25264;ANIS DABUS DR;RUA DOUTOR PEDRO ROCHA BRAGA;372;RUA;CENTRO;16680;013;14;32871505;;E025264A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,3356170654297;-22,1567783355713;7 HORAS
2022;919019;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;4470;35919019;919019;ADA CARIANI AVALONE PROFA;MARCOS DE PAULA RAPHAEL DOUTOR;Q 20;AVENIDA;NUCLEO HABITACIONAL MARY DOTA;17026;000;14;32392511;32771313;E919019A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0476989746094;-22,2928009033203;7 HORAS
2021;900990;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;64086;35900990;900990;ANTONIO GUEDES DE AZEVEDO PROF;FLAVIO DE TOLEDO CAMPOS;151;;NOVO JARDIM PAGANI;17024;440;14;32392930;;E900990A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0658988952637;-22,2959003448486;7 HORAS
2022;25227;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;43702;35025227;25227;ANTONIO XAVIER MENDONCA PROF;ROMEU CRIVELLI QUADRA;820;RUA;VILA SANTA TEREZINHA;17051;400;14;32180298;32381023;E025227A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,1072006225586;-22,3271999359131;9 HORAS
2022;42936;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;57370;35042936;42936;ARMINDA SBRISSIA IRMA;BENEDITO DE ABREU;241;RUA;JARDIM NOVA ESPERANCA;17065;230;14;32186767;32381321;E042936A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,1162986755371;-22,31369972229;7 HORAS
2018;25598;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;43701;35025598;25598;CHRISTINO CABRAL PROF;GERSON FRANCA QUADRA;19165;RUA;JARDIM ESTORIL II;17016;000;14;32233855;32274664;E025598A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0744400024414;-22,332799911499;9 HORAS
2022;901015;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;64088;35901015;901015;EDISON BASTOS GASPARINI PREF;FERROVIARIOS;650;RUA;NUCLEO RESIDENCIAL EDISON BASTOS GASPARINI;17022;240;14;32391286;;E901015A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0854988098145;-22,275899887085;9 HORAS
2013;25240;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;43679;35025240;25240;EDUARDO VELHO FILHO PROF;VANGELIO MONDELLI;1 23;RUA;VILA VERGUEIRO;17020;190;14;32121813;32226663;E025240A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0674018859863;-22,3125;9 HORAS
2025;25537;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;43697;35025537;25537;ERNESTO MONTE;CEREJEIRAS;444;PRACA;VILA NOEMY;17014;500;14;32262445;;E025537A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0710906982422;-22,3311595916748;9 HORAS
2019;49645;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;62453;35049645;49645;FRANCISCO ALVES BRIZOLA PROF;DOUTOR IVO GIUNTA;245;QUADRA;JARDIM DAS ORQUIDEAS;17032;800;14;3108000;32033233;E049645A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0233612060547;-22,3297290802002;9 HORAS
2023;25549;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;43681;35025549;25549;GUIA LOPES;JOAO ABDELNUR ABRAHAO;Q 2;RUA;CONJUNTO HABITACIONAL PRESIDENTE EURICO GASPAR DUTRA;17057;240;14;32181472;;E025549A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,1254997253418;-22,3241100311279;7 HORAS
2021;462724;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;95205;35462724;462724;HENRIQUE ROCHA DE ANDRADE PROFESSOR;JOSE DOS SANTOS GARCIA;Q2;RUA;RESIDENCIAL NOVA BAURU;17022;144;14;32374873;32376264;E462724A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,070499420166;-22,266300201416;9 HORAS
2022;38003;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;50915;35038003;38003;IRACEMA DE CASTRO AMARANTE PROFA;VITORIA QUADRA;1499;RUA;VILA SAO JOAO DA BOA VISTA;17060;326;14;32226258;;E038003A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0910911560059;-22,3170394897461;9 HORAS
2025;5898;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;31970;35005898;5898;JARDIM TANGARAS;FRANCISCO MANDALITI;;;TANGARAS;17035;250;14;991934557;;E005898A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0073013305664;-22,3236103057861;9 HORAS
2014;25525;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;43699;35025525;25525;JOSE APARECIDO GUEDES DE AZEVEDO PROF;OLAVO BILAC;1240;RUA;VILA SAO JOAO DA BOA VISTA;17060;454;14;32121517;32226212;E025525A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,087100982666;-22,3169994354248;9 HORAS
2022;44064;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;59308;35044064;44064;JOSE RANIERI PROF;XERXES RIBEIRO DOS SANTOS QUADRA ENGENHEIRO;1240;RUA;NUCLEO RESIDENCIAL PRESIDENTE GEISEL;17033;450;14;32031616;;E044064A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,032299041748;-22,3302001953125;9 HORAS
2022;913765;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;81322;35913765;913765;LUIZ CARLOS GOMES;JOAO ABDELNUR ABRAHAO;110;RUA;CONJUNTO HABITACIONAL PRESIDENTE EURICO GASPAR DUT;17057;240;14;32382303;;E913765A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,1251983642578;-22,3236999511719;9 HORAS
2025;25458;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;43698;35025458;25458;MORAIS PACHECO PROF;PRIMEIRO DE MAIO QUADRA;1610;RUA;PARQUE BOA VISTA;17060;650;14;32223857;;E025458A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0820007324219;-22,3101997375488;9 HORAS
2025;25173;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;43690;35025173;25173;PLINIO FERRAZ;RIACHUELO;8 A 41;RUA;VILA SAO FRANCISCO;17054;240;14;32361366;32366444;E025173A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0905990600586;-22,3425998687744;9 HORAS
2020;565696;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;97784;35565696;565696;PROFA MARIA EUNICE BORGES DE MIRANDA REIS;JUVENAL BASTOS;515;RUA;PARQUE JARAGUA;17066;570;14;32184926;32188400;E565696A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,1116981506348;-22,3041000366211;9 HORAS
2023;25501;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;61;BAURU;209;BAURU;8;EE;43695;35025501;25501;VERA CAMPAGNANI PROFA;SAO VALENTIM;330;RUA;JARDIM REDENTOR;17032;288;14;32033344;;E025501A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,0312004089355;-22,3148994445801;7 HORAS
2025;25324;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;84;CABRALIA PAULISTA;232;CABRALIA PAULISTA;8;EE;43706;35025324;25324;RODOLFO MIRANDA SENADOR;MARIO AMARAL GURGEL;639;;CENTRO;17480;017;14;32851149;32851370;E025324A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,335319519043;-22,459623336792;7 HORAS
2025;35841;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;268;LENCOIS PAULISTA;416;LENCOIS PAULISTA;8;EE;46450;35035841;35841;ANTONIETA GRASSI MALATRASI PROFA;GABRIEL DE OLIVEIRA ROCHA DOUTOR;390;RUA;VILA MAMEDINA;18681;030;14;32632080;32644441;E035841A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,7905006408691;-22,5967998504639;9 HORAS
2020;25902;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;268;LENCOIS PAULISTA;416;LENCOIS PAULISTA;8;EE;43737;35025902;25902;LEONINA ALVES CONEGLIAN PROFA;PERNAMBUCO;183;RUA;JARDIM CRUZEIRO;18680;490;14;32631010;32644446;E025902A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,8015289306641;-22,5872497558594;9 HORAS
2025;25938;1;1;ESTADUAL - SE;2;20601;20601;23;BAURU;BAURU;268;LENCOIS PAULISTA;416;LENCOIS PAULISTA;8;EE;43741;35025938;25938;PAULO ZILLO DR;TREZE DE MAIO;509;RUA;CENTRO;18682;047;14;32630791;32644433;E025938A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,7981643676758;-22,6015186309814;9 HORAS
