ANO_ADESAO;COD_ESC;CODSIT;DEPADM;NOMEDEP;CODREG;CHAVE;CDREDE;COD_DIR;DE;DRE;CODDIST;DISTR;CODMUN;MUN;TIPOESC;DESCRICAO_TIPO_ESCOLA;COD_UNID_ADM;CODESCMEC;CODESC;NOMESC;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;DDD;FONE1;FONE2;EMAIL;ZONA;DESCRICAO_ZONA;DS_LONGITUDE;DS_LATITUDE;CARGA_HORARIA
2022;28186;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;575;EMBAUBA;723;EMBAUBA;8;EE;44059;35028186;28186;SATURNINO ANTONIO ROSA;SAO SEBASTIAO;157;RUA;CENTRO;15425;0;17;35661117;35661301;E028186A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,83469391;-20,98270226;9 HORAS
2022;27881;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;219;ITAJOBI;367;ITAJOBI;8;EE;44093;35027881;27881;RUTH DALVA FERRAZ FARAO PROFESSORA;CUSTODIO RIBEIRO;250;RUA;CENTRO;15840;0;17;35461133;35461178;E027881A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,06087875;-21,31233978;9 HORAS
2022;27900;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;605;MARAPOAMA;754;MARAPOAMA;8;EE;44094;35027900;27900;BENTO DE SIQUEIRA PROFESSOR;BOM JESUS;SN;RUA;CENTRO;15845;0;17;35481129;35481275;E027900A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,12913132;-21,25996017;9 HORAS
2022;27947;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;335;NOVO HORIZONTE;483;NOVO HORIZONTE;8;EE;44010;35027947;27947;PEDRO TEIXEIRA DE QUEIROZ;GUARANTA;679;NULL;JARDIM SANTA CLARA;14962;224;17;35421006;35422201;E027947A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,21789932;-21,47979164;9 HORAS
2014;27911;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;335;NOVO HORIZONTE;483;NOVO HORIZONTE;8;EE;44012;35027911;27911;SHIRLEY CAMARGO VON ZUBEN PROFESSORA;DOUTOR VALENTIM GENTIL;378;NULL;VILA PATTI;14960;184;17;35421101;35421435;E027911A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,22695923;-21,4640007;9 HORAS
2020;577704;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;351;PALMARES PAULISTA;499;PALMARES PAULISTA;8;EE;31089;35577704;577704;PROFESSORA APARECIDA MATILDE TURIM BALDO;13 DE MAIO;1281;NULL;CONJUNTO HABITACIONAL CARMEM RUETTE DE OLIVEIRA III;15828;332;17;35871292;NULL;E577704A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,80815125;-21,08761215;9 HORAS
2022;26585;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;357;PARAISO;505;PARAISO;8;EE;44134;35026585;26585;CAROLINA DE QUADROS TOLEDO PROFESSORA;SAO PEDRO;755;RUA;CENTRO;15825;0;17;35671241;35671283;E026585A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,77180099;-21,0170002;9 HORAS
2022;26591;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;381;PINDORAMA;529;PINDORAMA;8;EE;44142;35026591;26591;CARLOS AUGUSTO FROELICH DOUTOR;DOS FUNDADORES;SN;RUA;CENTRO;15830;0;17;35721220;35721888;E026591A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,90604019;-21,18630981;9 HORAS
2022;26700;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;456;SANTA ADELIA;604;SANTA ADELIA;8;EE;44160;35026700;26700;GIUSEPPE FORMIGONI;BERNARDINO DE CAMPOS;620;RUA;CENTRO;15950;0;17;35711123;35712101;E026700A@EDUCACAO.SP.GOV.BR;1;URBANA;-48,80254745;-21,24868202;9 HORAS
2023;28162;1;1;ESTADUAL - SE;2;20701;20701;33;CATANDUVA;CATANDUVA;525;TABAPUA;673;TABAPUA;8;EE;44171;35028162;28162;HORACIO ANTONIO DO NASCIMENTO CAPITAO;DOUTOR JOSE DO VALLE PEREIRA;1475;RUA;CENTRO;15880;0;17;35621144;NULL;E028162A@EDUCACAO.SP.GOV.BR;1;URBANA;-49,03218842;-20,9672699;9 HORAS
2020;3530;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1092;BARRA FUNDA;100;SAO PAULO;8;EE;40077;35003530;3530;ALARICO SILVEIRA DOUTOR;RUA CONSELHEIRO BROTERO;100;NULL;BARRA FUNDA;1154;0;11;36648632;38265906;E003530A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,6554985;-23,52837753;9 HORAS
2023;3448;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1092;BARRA FUNDA;100;SAO PAULO;8;EE;40101;35003448;3448;PEDRO II;MARTA;33;RUA;BARRA FUNDA;1155;10;11;38259838;38268650;E003448A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,66321945;-23,53116035;9 HORAS
2023;310;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1188;CASA VERDE;100;SAO PAULO;8;EE;39774;35000310;310;ARY BARROSO;SANTA EUDOXIA;630;RUA;PARQUE PERUCHE;2533;10;11;38572910;39511122;E000310A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,65552902;-23,49785995;9 HORAS
2020;462;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1188;CASA VERDE;100;SAO PAULO;8;EE;39776;35000462;462;AUGUSTO MEIRELLES REIS FILHO PROFESSOR;PADRE JOAO GUALBERTO;311;RUA;IMIRIM;2537;0;11;22392001;22392207;E000462A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,65129089;-23,49152946;9 HORAS
2022;309;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1188;CASA VERDE;100;SAO PAULO;8;EE;39778;35000309;309;BENEDITO TOLOSA PROFESSOR;DIRCEU DE LIMA;617;PRACA;CASA VERDE;2515;50;11;38572549;39511766;E000309A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,65810013;-23,51036072;9 HORAS
2020;3852;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1193;CONSOLACAO;100;SAO PAULO;8;EE;40115;35003852;3852;CAETANO DE CAMPOS CONSOLACAO;JOAO GUIMARAES ROSA;111;RUA;CONSOLACAO;1303;30;11;32595206;32595312;E003852A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,64704895;-23,54961014;9 HORAS
2015;577;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1217;LIMAO;100;SAO PAULO;8;EE;39780;35000577;577;DULCE FERREIRA BOARIN PROFESSORA;DOUTOR FLEURY SILVEIRA;295;RUA;VILA SANTA MARIA;2563;10;11;38572840;39511700;E000577A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,67020035;-23,48973083;9 HORAS
2023;498;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1217;LIMAO;100;SAO PAULO;8;EE;39786;35000498;498;LUIZ GONZAGA RIGHINI PROFESSOR;DEPUTADO EMILIO CARLOS;900;AVENIDA;LIMAO;2720;100;11;38573060;NULL;E000498A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,67613983;-23,49702072;7 HORAS
2022;3633;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1227;PERDIZES;100;SAO PAULO;8;EE;40089;35003633;3633;FARIA LIMA BRIGADEIRO;CAJAIBA;420;RUA;VILA POMPEIA;5025;0;11;36723962;NULL;E003633A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,68548965;-23,53860092;9 HORAS
2014;3554;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1227;PERDIZES;100;SAO PAULO;8;EE;40098;35003554;3554;MAURO DE OLIVEIRA PROFESSOR;PEDRO SOARES DE ALMEIDA;134;RUA;VILA ANGLO BRASILEIRA;5029;30;11;38650111;38754465;E003554A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,69512939;-23,54224968;9 HORAS
2022;3566;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1227;PERDIZES;100;SAO PAULO;8;EE;40099;35003566;3566;MISS BROWNE;PADRE CHICO;102;RUA;PERDIZES;5008;10;11;38640967;38735182;E003566A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,68062973;-23,53083992;9 HORAS
2016;942;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1237;SANTANA;100;SAO PAULO;8;EE;39809;35000942;942;BUENOS AIRES;DOUTOR OLAVO EGIDIO;1008;RUA;SANTANA;2037;1;11;29764710;29778335;E000942A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,61624908;-23,50054932;9 HORAS
2015;656;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1237;SANTANA;100;SAO PAULO;8;EE;39814;35000656;656;FRONTINO GUIMARAES;PAULO GONCALVES;55;RUA;SANTANA;2403;20;11;29504624;29764636;E000656A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,62776947;-23,49644089;9 HORAS
2019;930;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1237;SANTANA;100;SAO PAULO;8;EE;39808;35000930;930;HOMEM DE MELLO BARAO;ALFREDO PUJOL;1555;RUA;SANTANA;2017;13;11;29506555;NULL;E000930A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,64055252;-23,50230217;9 HORAS
2021;723;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1237;SANTANA;100;SAO PAULO;8;EE;39829;35000723;723;OCTAVIO MENDES DOUTOR;VOLUNTARIOS DA PATRIA;3422;RUA;SANTANA;2402;300;11;22835169;29783428;E000723A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,62620163;-23,48914909;9 HORAS
2015;37746;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1237;SANTANA;100;SAO PAULO;8;EE;46716;35037746;37746;ORLANDO HORACIO VITA PROFESSOR;DIOGO CABRERA;424;RUA;IMIRIM;2467;60;11;22368291;22565743;E037746A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,64464951;-23,49109077;9 HORAS
2020;668;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1237;SANTANA;100;SAO PAULO;8;EE;39835;35000668;668;ROMULO PERO PROFESSOR;COPACABANA;243;RUA;SANTA TERESINHA;2461;0;11;29509082;29509718;E000668A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,63784027;-23,49398041;9 HORAS
2018;1363;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1245;SE;100;SAO PAULO;8;EE;39904;35001363;1363;SAO PAULO;DA FIGUEIRA;500;RUA;BRAS;3003;0;11;32289904;33260265;E001363A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,62769318;-23,54734612;9 HORAS
2022;784;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1253;VILA GUILHERME;100;SAO PAULO;8;EE;39805;35000784;784;ANESIA SINCORA PROFESSORA;JOSE BERNARDO PINTO;758;RUA;VILA GUILHERME;2055;1;11;29011005;29014004;E000784A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,60467911;-23,51567078;9 HORAS
2014;978;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1253;VILA GUILHERME;100;SAO PAULO;8;EE;39811;35000978;978;CASIMIRO DE ABREU;CORONEL JORDAO;144;RUA;VILA PAIVA;2075;30;11;29091149;NULL;E000978A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,60173035;-23,50790024;9 HORAS
2021;711;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1253;VILA GUILHERME;100;SAO PAULO;8;EE;39828;35000711;711;NARBAL FONTES PROFESSORA;CONCEICAO;806;AVENIDA;CARANDIRU;2072;0;11;29064062;29096260;E000711A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,60575104;-23,50028992;7 HORAS
2022;899;1;1;ESTADUAL - SE;1;10102;10102;1;CENTRO;CENTRO;1253;VILA GUILHERME;100;SAO PAULO;8;EE;39831;35000899;899;PEDRO COSTA DEPUTADO;NILO LUIS MAZZEI;378;RUA;VILA ISOLINA MAZZEI;2081;70;11;29765072;29769372;E000899A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,60280991;-23,4934597;9 HORAS
2022;3657;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;646;ALTO DE PINHEIROS;100;SAO PAULO;8;EE;40086;35003657;3657;EMILIANO AUGUSTO CAVALCANTI DE ALBUQUERQUE E MELO;DIOGENES RIBEIRO DE LIMA;2001;AVENIDA;ALTO DE PINHEIROS;5458;1;11;30225387;NULL;E003657A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,71659851;-23,54240036;9 HORAS
2022;3803;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;646;ALTO DE PINHEIROS;100;SAO PAULO;8;EE;40134;35003803;3803;VICTOR OLIVA PROFESSOR;ALVILANDIA;409;RUA;VILA MADALENA;5449;70;11;30215191;30216072;E003803A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,70729828;-23,54590034;9 HORAS
2014;4157;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1176;BUTANTA;100;SAO PAULO;8;EE;40140;35004157;4157;ALBERTO TORRES;DOUTOR VITAL BRASIL;1260;AVENIDA;BUTANTA;5503;0;11;37264360;NULL;E004157A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,71475983;-23,56887054;9 HORAS
2022;4085;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1176;BUTANTA;100;SAO PAULO;8;EE;40146;35004085;4085;CLORINDA DANTI PROFESSORA;CORIFEU DE AZEVEDO MARQUES;2700;AVENIDA;VILA LAGEADO;5340;0;11;37356262;37357838;E004085A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,7405014;-23,57049942;9 HORAS
2024;3955;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1176;BUTANTA;100;SAO PAULO;8;EE;40158;35003955;3955;KEIZO ISHIHARA;MARIO GESSULLO;60;RUA;CONJUNTO RESIDENCIAL BUTANTA;5540;130;11;37219374;NULL;E003955A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,72430038;-23,57559967;9 HORAS
2021;4224;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1176;BUTANTA;100;SAO PAULO;8;EE;40169;35004224;4224;VIRGILIA RODRIGUES ALVES DE CARVALHO PINTO;DOMINGOS BARBIERI;350;RUA;JARDIM PREVIDENCIA;5531;60;11;37210833;37215383;E004224A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,72079849;-23,57691002;9 HORAS
2021;4029;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1182;CAMPO BELO;100;SAO PAULO;8;EE;40153;35004029;4029;FLAVIA VIZIBELI PIRRO PROFESSORA;ABREU E LIMA PADRE;107;RUA;PARQUE JABAQUARA;4358;130;11;50311126;50311514;E004029A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,65359879;-23,63870049;9 HORAS
2023;3918;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1202;ITAIM BIBI;100;SAO PAULO;8;EE;40113;35003918;3918;ARISTIDES DE CASTRO;LEOPOLDO COUTO DE MAGALHAES JUNIOR;306;RUA;ITAIM BIBI;4542;0;11;30713411;31688632;E003918A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,67599869;-23,58699989;9 HORAS
2022;3864;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1202;ITAIM BIBI;100;SAO PAULO;8;EE;40117;35003864;3864;CECILIANO JOSE ENNES PROFESSOR;SALVADOR CARDOSO;219;RUA;ITAIM BIBI;4533;50;11;30781675;30785176;E003864A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,6853981;-23,58760071;9 HORAS
2014;3773;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1202;ITAIM BIBI;100;SAO PAULO;8;EE;40118;35003773;3773;COSTA MANSO MINISTRO;JOAO CACHOEIRA;960;RUA;VILA NOVA CONCEICAO;4535;3;11;38492947;958566349;E003773A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,67660141;-23,58849907;9 HORAS
2023;4133;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1202;ITAIM BIBI;100;SAO PAULO;8;EE;40151;35004133;4133;ENNIO VOSS PROFESSOR;PORTUGAL;1220;AVENIDA;BROOKLIN PAULISTA;4559;2;11;50447379;55310891;E004133A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,68492126;-23,61833954;9 HORAS
2014;3931;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1202;ITAIM BIBI;100;SAO PAULO;8;EE;40166;35003931;3931;OSWALDO ARANHA;PORTUGAL;859;AVENIDA;BROOKLIN PAULISTA;4559;2;11;50448247;55611673;E003931A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,68220139;-23,6154995;9 HORAS
2020;4066;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1208;JAGUARE;100;SAO PAULO;8;EE;40143;35004066;4066;ARCHITICLINO SANTOS PROFESSOR;MAESTRO ITALO IZZO;110;RUA;PARQUE CONTINENTAL;5325;200;11;37685469;NULL;E004066A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,7588;-23,5415;9 HORAS
2020;3839;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1212;JARDIM PAULISTA;100;SAO PAULO;8;EE;40121;35003839;3839;GODOFREDO FURTADO;JOAO MOURA;727;RUA;JARDIM AMERICA;5412;1;11;30633160;30817955;E003839A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,67860031;-23,55920029;9 HORAS
2012;3669;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1215;LAPA;100;SAO PAULO;8;EE;40079;35003669;3669;ALEXANDRE VON HUMBOLDT;RAIMUNDO PEREIRA DE MAGALHAES;1201;AVENIDA;VILA ANASTACIO;5092;40;11;38327913;38364125;E003669A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,71147919;-23,50737;9 HORAS
2015;3360;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1215;LAPA;100;SAO PAULO;8;EE;40078;35003360;3360;ALFREDO PAULINO;CAATIVA;15;RUA;ALTO DA LAPA;5059;40;11;38318647;38362335;E003360A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,70912933;-23,53507996;9 HORAS
2022;3591;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1215;LAPA;100;SAO PAULO;8;EE;40088;35003591;3591;EDMUNDO DE CARVALHO DOUTOR;TIBERIO;145;RUA;AGUA BRANCA;5042;10;11;38640769;38642266;E003591A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,68849945;-23,52470016;9 HORAS
2023;3612;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1215;LAPA;100;SAO PAULO;8;EE;40091;35003612;3612;GUILHERME KUHLMANN;LARGO DA LAPA;124;LARGO;LAPA DE BAIXO;5069;30;11;36115667;36116597;E003612A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,70526886;-23,5150795;9 HORAS
2021;3402;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1215;LAPA;100;SAO PAULO;8;EE;40102;35003402;3402;PEREIRA BARRETO;NOSSA SENHORA DA LAPA;615;RUA;LAPA;5072;0;11;36419261;38343804;E003402A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,70534897;-23,52463913;9 HORAS
2021;925767;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1215;LAPA;100;SAO PAULO;8;EE;26358;35925767;925767;RAUL CORTEZ  RAUL CRISTIANO MACHADO CORTEZ;FAUSTOLO;213;RUA;AGUA BRANCA;5041;0;11;38711405;38715361;E925767A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,68759155;-23,52408981;9 HORAS
2014;3463;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1215;LAPA;100;SAO PAULO;8;EE;40106;35003463;3463;REINALDO RIBEIRO DA SILVA DOUTOR;EMBAIXADOR MACEDO SOARES;10935;AVENIDA;VILA ANASTACIO;5095;35;11;38312800;38327793;E003463A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,721241;-23,51189995;9 HORAS
2022;4078;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1199;MOEMA;100;SAO PAULO;8;EE;40145;35004078;4078;CESAR MARTINEZ;IRAE;155;ALAMEDA;INDIANOPOLIS;4075;0;11;50522931;50525716;E004078A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,65829849;-23,6012001;9 HORAS
2022;3897;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1276;PINHEIROS;100;SAO PAULO;8;EE;40111;35003897;3897;ALFREDO BRESSER;SUMIDOURO;66;RUA;PINHEIROS;5428;10;11;30314109;38133783;E003897A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,69624329;-23,5650444;9 HORAS
2012;3700;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1276;PINHEIROS;100;SAO PAULO;8;EE;40112;35003700;3700;ANTONIO ALVES CRUZ PROFESSOR;ALVES GUIMARAES;1511;RUA;PINHEIROS;5410;2;11;38620618;38736399;E003700A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,68273926;-23,55014038;9 HORAS
2015;3876;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1276;PINHEIROS;100;SAO PAULO;8;EE;40114;35003876;3876;BRASILIO MACHADO;DOS MORAS;630;RUA;VILA MADALENA;5434;20;11;30327217;30342110;E003876A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,69369888;-23,55649948;9 HORAS
2013;3840;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1276;PINHEIROS;100;SAO PAULO;8;EE;40116;35003840;3840;CARLOS MAXIMILIANO PEREIRA DOS SANTOS;JERICO;256;RUA;SUMAREZINHO;5435;40;11;38138530;NULL;E003840A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,68930054;-23,55150032;9 HORAS
2021;4030;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1232;RAPOSO TAVARES;100;SAO PAULO;8;EE;40157;35004030;4030;GUIOMAR ROCHA RINALDI PROFESSORA;DOM FRANCISCO CARDOSO AYRES;285;RUA;JARDIM CAMBARA;5560;10;11;37820781;NULL;E004030A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,78160095;-23,58989906;9 HORAS
2020;4091;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1234;RIO PEQUENO;100;SAO PAULO;8;EE;40147;35004091;4091;DANIEL PAULO VERANO PONTES PROFESSOR;JOSE JOAQUIM SEABRA;1187;AVENIDA;RIO PEQUENO;5364;0;11;37680900;NULL;E004091A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,75450134;-23,56889915;9 HORAS
2023;43308;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1234;RIO PEQUENO;100;SAO PAULO;8;EE;57586;35043308;43308;JOSE AMERICO DE ALMEIDA DOUTOR;RAMON BAYEU;21;RUA;VILA NOVA ALBA;5363;200;11;37312948;37354851;E043308A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,74629974;-23,5734005;9 HORAS
2022;44350;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1234;RIO PEQUENO;100;SAO PAULO;8;EE;58669;35044350;44350;SAMUEL KLABIN;BORIS ALEXANDRE;189;RUA;VILA DALVA;5387;20;11;37120663;37610144;E044350A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,76549911;-23,56739998;9 HORAS
2023;4765;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1244;SAUDE;100;SAO PAULO;8;EE;40197;35004765;4765;BARROSO ALMIRANTE;JABAQUARA;2875;AVENIDA;JABAQUARA;4045;4;11;22763692;NULL;E004765A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,64390182;-23,6284008;9 HORAS
2023;4716;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1244;SAUDE;100;SAO PAULO;8;EE;40207;35004716;4716;ERICO DE ABREU SODRE;PROFESSORA LUDOVINA CREDIDIO PEIXOTO;98;RUA;CHACARA INGLESA;4139;70;11;25781507;55944610;E004716A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,63199997;-23,60589981;9 HORAS
2015;3980;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1244;SAUDE;100;SAO PAULO;8;EE;40161;35003980;3980;LOURENCO FILHO PROFESSOR;TACAUNAS;181;ALAMEDA;PLANALTO PAULISTA;4068;20;11;55840088;NULL;E003980A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,64429855;-23,62059975;9 HORAS
2021;4595;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1244;SAUDE;100;SAO PAULO;8;EE;40218;35004595;4595;LYGIA DE AZEVEDO SOUZA E SA PROFESSORA;DOUTOR MAURICIO DE LACERDA;322;RUA;SAO JUDAS;4303;191;11;22768811;55946000;E004595A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,63610077;-23,62579918;9 HORAS
2014;4625;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1244;SAUDE;100;SAO PAULO;8;EE;40220;35004625;4625;MARIA RIBEIRO GUIMARAES BUENO PROFESSORA;VUTURUNA;190;RUA;VILA DO BOSQUE;4147;80;11;55872963;55944755;E004625A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,62990189;-23,62050056;9 HORAS
2021;4832;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1244;SAUDE;100;SAO PAULO;8;EE;40231;35004832;4832;RUI BLOEM;DOS BOGARIS;244;RUA;MIRANDOPOLIS;4047;20;11;22754918;55945713;E004832A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,64490128;-23,61030006;9 HORAS
2020;4170;1;1;ESTADUAL - SE;1;10312;10312;2;CENTRO OESTE;CENTRO OESTE;1261;VILA SONIA;100;SAO PAULO;8;EE;40142;35004170;4170;ANDRONICO DE MELLO PROFESSOR;THEO DUTRA;33;RUA;JARDIM COLOMBO;5628;0;11;37427645;37737829;E004170A@EDUCACAO.SP.GOV.BR;1;URBANA;-46,7317009;-23,59794998;9 HORAS
